Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2025-12-09 11:50,S-X,25713.25,22,1131108,-302.28,-0.03,0,0.00,-343.64,-0.03,-302.28,-0.60,0
1,Entry short,2025-12-09 11:50,Short,25707,22,1131108,-302.28,-0.03,0,0.00,-343.64,-0.03,-302.28,-0.60,0
2,Exit short,2025-12-16 10:10,S-X,25313,12,609462,1935.12,0.32,1942.56,0.32,-253.44,-0.04,1632.84,3.27,1
2,Entry short,2025-12-16 10:05,Short,25394.25,12,609462,1935.12,0.32,1942.56,0.32,-253.44,-0.04,1632.84,3.27,1
3,Exit short,2025-12-19 12:15,S-X,25552.25,16,817664,-27.84,0.00,54.08,0.01,-17.92,0.00,1605,3.21,1
3,Entry short,2025-12-19 12:10,Short,25552,16,817664,-27.84,0.00,54.08,0.01,-17.92,0.00,1605,3.21,1
4,Exit long,2026-01-02 10:35,L-X,25551.25,12,611310,1905.12,0.31,1912.56,0.31,-79.44,-0.01,3510.12,7.02,1
4,Entry long,2026-01-02 10:30,Long,25471.25,12,611310,1905.12,0.31,1912.56,0.31,-79.44,-0.01,3510.12,7.02,1
5,Exit short,2026-01-06 10:15,S-X,25763.5,16,824424,-27.84,0.00,1174.08,0.14,-129.92,-0.02,3482.28,6.96,2
5,Entry short,2026-01-06 10:05,Short,25763.25,16,824424,-27.84,0.00,1174.08,0.14,-129.92,-0.02,3482.28,6.96,2
6,Exit short,2026-01-07 10:45,S-X,25904.25,16,828552,-403.84,-0.05,0,0.00,-393.92,-0.05,3078.44,6.16,0
6,Entry short,2026-01-07 10:45,Short,25892.25,16,828552,-403.84,-0.05,0,0.00,-393.92,-0.05,3078.44,6.16,0
7,Exit long,2026-01-08 12:40,L-X,25680.75,10,511725,1877.6,0.37,1883.8,0.37,-56.2,-0.01,4956.04,9.91,13
7,Entry long,2026-01-08 11:35,Long,25586.25,10,511725,1877.6,0.37,1883.8,0.37,-56.2,-0.01,4956.04,9.91,13
8,Exit short,2026-01-13 12:15,S-X,25956,16,832512,1900.16,0.23,1910.08,0.23,-73.92,-0.01,6856.2,13.71,2
8,Entry short,2026-01-13 12:05,Short,26016,16,832512,1900.16,0.23,1910.08,0.23,-73.92,-0.01,6856.2,13.71,2
9,Exit long,2026-01-15 10:25,L-X,25854,10,517085,-17.4,0.00,1223.8,0.24,-36.2,-0.01,6838.8,13.68,3
9,Entry long,2026-01-15 10:10,Long,25854.25,10,517085,-17.4,0.00,1223.8,0.24,-36.2,-0.01,6838.8,13.68,3
10,Exit long,2026-01-16 10:10,L-X,25720.75,10,514580,-177.4,-0.03,0,0.00,-401.2,-0.08,6661.4,13.32,0
10,Entry long,2026-01-16 10:10,Long,25729,10,514580,-177.4,-0.03,0,0.00,-401.2,-0.08,6661.4,13.32,0
11,Exit short,2026-01-21 10:15,S-X,25344.25,10,506560,-337.4,-0.07,68.8,0.01,-331.2,-0.07,6324,12.65,1
11,Entry short,2026-01-21 10:10,Short,25328,10,506560,-337.4,-0.07,68.8,0.01,-331.2,-0.07,6324,12.65,1
12,Exit short,2026-01-22 11:10,S-X,25654,13,666789.5,-230.62,-0.03,0,0.00,-378.56,-0.06,6093.38,12.19,0
12,Entry short,2026-01-22 11:10,Short,25645.75,13,666789.5,-230.62,-0.03,0,0.00,-378.56,-0.06,6093.38,12.19,0
13,Exit long,2026-01-28 10:30,L-X,26205,18,943785,-427.32,-0.05,0,0.00,-416.16,-0.04,5666.06,11.33,0
13,Entry long,2026-01-28 10:30,Long,26216.25,18,943785,-427.32,-0.05,0,0.00,-416.16,-0.04,5666.06,11.33,0
